Marca temporal,Escribe tu historia: ,Crea un #hashtag o título para tu historia:,La historia que contaste te generó una sensación de:  ,Tu historia sucede:,Mientras escribiste la historia sentiste que:,Tu historia esta relacionada con: ,La historia que relataste involucra a:,"En el siguiente conjunto de preguntas haz clic en el número 1) si la característica ubicada a la izquierda es la que más se acerca a tus preferencias, en 2) si para ti está bien tanto la característica de la derecha como la de la izquierda y en 3) si prefieres la característica de la derecha. Empecemos... Al hacer un trabajo prefieres realizarlo:",El proceso de aprendizaje tiene mejores resultados para ti cuando sucede: ,Es más relevante para ti aprender cosas que tengan importancia para:,¿Qué grado estás cursando? ,¿Cuántos años tienes?,Eres:,Vives con... (puedes marcar más de una opción) ,Institución Educativa 
10/21/2019 12:14:54,pos la verdad no me agrandan los profesores creo que son unos tipos que le atormentan la vida hasta que te aburras lo que no me gusta del colegio es que hay niños con diarrea explosiva,GONRREA,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,MOther fuker,Tus docentes,2,2,2,7,13,Hombre,Papá,I.E. Lusitania Paz de Colombia
10/21/2019 12:15:10,"UN DÍA LLEGUE AL COLEGIO POR LA MAÑANA Y ALGUNOS NIÑOS LE ESTABAN PEGANDO A OTRO NIÑO; Y ESO NO ME GUSTA:LOS CORDINADORES NO HICIERON NADA, NOME GUSTA LA CLASE DE:LIRMAN EUSEMIO:",NO AL BUYING,Rabia,Muy rara vez,Te confundiste y no sabías que contar,Medio ambiente,A ti,2,3,3,7,14,Hombre,"Mamá, Abuela, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:15:15,"su papa es calvo
",calvo,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,1,2,3,5,15,Hombre,"Papá, Mamá, Abuela, Abuelo, Hermanos, Otros familiares, Amigos",I.E. Lusitania Paz de Colombia
10/21/2019 12:15:19,la razón por la que vengo a estudiar es por la clase de Educación Física y  por la razón que no me gusta venir a estudiar es porque el profesor de sociales escribe mucho   y no me gusta que el profesor de sociales nos regaña por todo    ,#colegio,No estás seguro,Todo el tiempo,Te confundiste y no sabías que contar,Ninguna de las anteriores,Tus docentes,3,3,3,7,12,Mujer,"Mamá, Abuela",I.E. Lusitania Paz de Colombia
10/21/2019 12:15:26,en el colegio lusitania me gusta venir porque paso mas tiempo con mis compañeros de aula me gusta como aprendo dia a dia pero tambien me gustaria que los profesores diran las clases mas dinamicas.,LUSITANIA,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus docentes,3,1,2,8,14,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:15:56,"en el colegio lusitania me gusta venir para ver a mis compañeros hacer recocha y preparme y ser alguien en la vida y me gustaria superarme ser el orgullo de mi mama 
",mi sueño,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,realizar mis sueños,Tus compañeros,3,2,1,8,14,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:16:16,pues yo solobengo al colejio porque mis amigos son lo mas inportante y por eso bengo ademas que me entretengo aqui abeses hay dias buenos y habeses hay dias malos y no quisiera benir a qui,amistad,No estás seguro,De vez en cuando,Te confundiste y no sabías que contar,Convivencia,Tus compañeros,2,1,1,8,14,Hombre,"Abuela, Abuelo, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 12:16:23,"
Llegue al colegio y bi a unos batos cojiendo desde eso sabia qu es el colegio mas anormal que abia en colombia un colegio como por el que abia pasado algun actor porno que se cojeje alos alnimales.",hjjh,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,2,2,3,7,18,Hombre,Amigos,I.E. Lusitania Paz de Colombia
10/21/2019 12:16:33,"soy el gallo 
",solo gallos ,Tristeza,Todo el tiempo,Te dio curiosidad e inventaste una historia,Alimentación,A ti,2,2,2,8,14,Hombre,"Mamá, Hermanos, Amigos",I.E. Lusitania Paz de Colombia
10/21/2019 12:16:37,havia una vez fin ,#mi mama me obliga ,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,narcotrafico ,Tus compañeros,3,3,1,4,19,Otro,Amigos,I.E. Lusitania Paz de Colombia
10/21/2019 12:19:09,"que las clases son interesantes y también por que me gusta aprender ademas tengo amigos con quienes disfruto la horas de clase.
",#laescuela,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus compañeros,3,3,2,8,14,Hombre,"Papá, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 12:20:03,"la profesora de tecnologia me motia a venir todos los dias porque es muy buena profesroraaaa, y tambien mi compañero brahi",ladocenteycompañerosmotivan,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Tecnología y herramientas digitales,Tus compañeros,1,1,1,8,16,Mujer,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:20:17,"me motiva quizas aprender cosas nuevas aunque al final se me olvidan , lo que me desmotiva es lo repetitivo de hacer lo mismo todas las semanas",#estudio,No estás seguro,Todo el tiempo,Te confundiste y no sabías que contar,Ninguna de las anteriores,A ti,1,2,3,8,14,Hombre,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:20:22,Lo que mas me motiva ah venir a la escuela es poder aprender cosas nuevas compartir con mis compañeros recibir refrigerio y lo que no me gusta es que hay unos profesores muy can sones y tener que madrugar bai ,Perexxa por la mañana,Tristeza,Todo el tiempo,Te confundiste y no sabías que contar,Bullying,Tus docentes,2,2,2,8,14,Mujer,"Mamá, Abuela",I.E. Lusitania Paz de Colombia
10/21/2019 12:21:06,Me gusta la institucion porque es agradable los profesores y todos,#mejorconvive,No estás seguro,Muy rara vez,Te dio curiosidad e inventaste una historia,Convivencia,Tus compañeros,1,2,1,8,15,Mujer,"Mamá, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 12:20:58,"Me gusta mucho la institución porque algunos son muy comprensivos pero otros muy desconsiderados, no me gustan las tareas para la casa porque se supone que venimos al colegio a estudiar y cuando salimos es a descansar no a seguir haciendo tareas",#nomastareasparalacasa,Rabia,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Ocio y tiempo libre,Tus docentes,3,1,1,8,13,Mujer,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:21:10,"a mi me desmotiva venir a estudiar porque me da flojera okno :v me desmotiva el inrespeto que se tienen los del salón, pero también me motiva el venir a estudiar porque aprendo mucho(?",#la flojera okno,No estás seguro,Todo el tiempo,Te confundiste y no sabías que contar,Innovación y creatividad,Tus compañeros,2,3,2,8,14,Mujer,"Mamá, Abuela, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 12:21:34,"a mi me desmotiva por que algunos profesores son unas gonorreas que a uno lo desmotivan a venir a clases 
a cambio unos profesores lo motivan a venir a estudiar",un colegio mejor ,Tristeza,Todo el tiempo,Te dio curiosidad e inventaste una historia,Innovación y creatividad,Tus docentes,3,3,2,8,14,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:21:34,"no me gusta la forma de enseñar de algunos profesores, creo que no deberían ser maestros.",#MejoresMaestros,Rabia,Todo el tiempo,Te confundiste y no sabías que contar,Resolución de conflictos,Tus docentes,1,1,3,8,14,Hombre,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:22:21,"a mi me desmotiva venir a clases de español porque el docente siempre hace trabajos de libros nunca hace trabajos como exponer  otros temas etc
tambien me desmotiva venir a clases de edu fisica porque el profesor en los 4 
periodos siempre quiere que juguemos voleibol y no nos pone hacer ejercicios",#profesoresperezosos,Rabia,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Innovación y creatividad,Tus docentes,2,1,3,8,14,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:22:25,lo que mas me motiva a venir a la escula es poder aprender nuevas cosas convivir con mis amigos y amigas y todo me parece super chevere en la institucion ,#amoelcole,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,1,1,2,8,14,Mujer,Papá,I.E. Lusitania Paz de Colombia
10/21/2019 12:24:09,a mi me desmotiva venir al colegio por que hay unos profesores que no se les entiende la explicacion y no nos vuelven a explicar y nos pone a perder la materia y hay profesores muy aburridores,la desmotivacion,Rabia,De vez en cuando,Te confundiste y no sabías que contar,Resolución de conflictos,Tus docentes,1,3,2,8,14,Hombre,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 12:27:25,"Mi motivación para estudiar es que aprendo cosas nuevas que me servirán en un futuro y harán parte de mi por el resto de mi vida... Pero a la ver no me gusta tener que madrugar para ver a todos los animales de mi salón (ya que no se les puede nombrar de otra forma). El colegio tiene muchos recursos buenos que en mi opinión no saben aprovechar, Me parece que la educación es medianamente mediocre ya que algunos profesores solo nos sientan en las mesas y nos dicen ""Copien todo lo que esta en la hoja"" sin explicar o decir algo productivo en toda la clase, Lo que más amo del colegio es la edificación que tiene, es algo muy moderno y el colegio también se encarga mucho de todo lo artístico y recreativo ",#NoTodoEsLoQueParece,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Cosas que podemos cambiar ,Tus compañeros,2,2,3,8,14,Mujer,"Mamá, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 12:28:37,"una motivación para mi es por ejemplo que se que si estudio y me esfuerzo puedo salir adelante y ganar un buen trabajo debido a mi historial sea en el colegio o universidad.
 A pesar de que a veces me hacen ""bullying"" por así decir se que solo tengo que ignorarlos  y seguir adelante pues no es un bullying grande es solo que me fastidian entonces se que si ignoro eso y me preocupo por mis estudios seguire adelante y sere un gran empresario",#LoMejorDeMi,No estás seguro,Muy rara vez,Reflexionaste y aprendiste algo nuevo,un poco de bullying y un poco de mi,A ti,2,2,3,8,13,Mujer,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 12:30:47,"Mi motivación para estar en el colegio seria el tener la oportunidad de aprender y el saber que por ejemplo las clases de álgebra son muy buenas, al igual que muchas otras, en la parte educativa hay cosas muy buenas como también malas, por ejemplo hay clases donde nunca explican ni enseñan nada, simplemente todo se basa en fotocopias y así, al igual que los compañeros de clase son un poco irrespetuosos y charlatanes. Aun así amo la edificación del colegio y la amabilidad de muchas personas de aquí, así como muchas clases que son entretenidas y muchas actividades fuera del aula que se llevan a cabo en el colegio ",#CambiarÁmbitos ,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,"Sobre las clases nada productivas, los malos compañeros y esas cosas :v",Tus docentes,2,2,2,8,16,Mujer,"Mamá, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 12:32:11,"Todos los días llego a el colegio feliz (teniendo esperanzas), pero al darme cuenta de que mis compañeros llegan con la misma actitud de siempre: pereza, sueño, molestando; tiendo a ponerme triste o a sentirme mal, y empiezo a decir que ya me quiero ir o que ya estoy aburrida, y si mis compañeros no fueran así, de pronto no me sentiría tan triste en clase.Mi motivación es el aprendizaje, si no fuera porque me gusta el estudio, seria un bago más.",Mi Escuela Perfecta,Tristeza,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus compañeros,2,2,3,8,13,Mujer,"Papá, Mamá",I.E. Lusitania Paz de Colombia
10/21/2019 12:32:37,MI MEMOSINA FALIZA, MI  QUE LINO,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,FALISIBA,Tu familia y/o cuidadores,2,1,3,8,17,Hombre,"Papá, Mamá",I.E. Lusitania Paz de Colombia
10/21/2019 13:02:08,"Me motiva saber que estoy a pocos días de graduarme, dar ese gran paso hacia donde mis sueños comienzan, donde puedo escribir mi propia historia a partir de los esfuerzos de todos estos años.",#YoCreoMiHistoria,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Superación ,A ti,1,2,3,11,17,Mujer,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:02:55,"me motiva quizas aprender cosas nuevas aunque al final se me olvidan , lo que me desmotiva es lo repetitivo de hacer lo mismo todas las semanas",#estudio,No estás seguro,Todo el tiempo,Te confundiste y no sabías que contar,Ninguna de las anteriores,A ti,1,2,3,8,14,Hombre,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:18:54,"juan jose mi historia es que cuando estoy estudiando me gusta venir a estudiar por que estoy con mis compañeros y profesores me gusta venir para aprender y estudiar mi deporte favorito es el futbol ya divertirme con mis compañeros en descanso lo que no me gusta de la institucion es que pelean mucho y juegan en el salon 
",la mejor historia,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,2,1,1,4,10,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:19:03,YOETENIDO UN PROVLEMA RIGOVERTO CUPA AIOS QWENOSON IMEASESNTIMAL IMEDEGADE ULTUMO IMERREGAÑA  IMEDEJA AIS ,MIPROFESOR,Rabia,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,1,3,2,4,11,Hombre,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:20:45,para mi el colegio es una institucion que me motiva para aprender muchas cosas utiles para mi el colegio me gusta mucho por que podemos aprender muchas cosas valiosas para mi el colegio me gusta mucho por que me enseñan a aprender muchas cosas interesantes para mi mente y esto es lo que pienso de mi colegio hermoso,lo que aprendi en mi colegio,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,A ti,1,1,1,4,9,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:20:46,hola soy santyago franco y esta es mi historia // ami loque mas megusta en el colegio es que puedo compartir con los demas los profes son super buenos ! pero lo que no me gusta del colegio es que hay muchas peleas y si uno semete a separar lo regañañ a el que se metio., #mi historia,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,2,1,3,4,12,Hombre,"Mamá, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 13:21:50,Wuenas algo que me gusta del colegio es lo bueno de estar con amigos que valoran pero algunos no saben eso es algo que no muchos entienden y aveces me sacan el chuky en mi y es algo que me da algunas de las veces en clase porque son tan odiosos que hay Dios mio santo que parecen unos niños pequeños algo innecesario en el colegio es que me parece que hacen y ablan unas bobadas pero bueno ya que no hay nada que hacer  JSJSJS bueno y creo que alguien va a leer esto entoces Bye,Intitucion Educativa Lusitania Paz De Colombia Ahora en Historia JSJSJS,No estás seguro,De vez en cuando,Te confundiste y no sabías que contar,Las cosas que me gustan y no me gustan de la intitucion,A ti,2,2,2,4,10,Mujer,"Papá, Mamá, Hermanos, Amigos",I.E. Lusitania Paz de Colombia
10/21/2019 13:22:27,A MI ME GUSTA EL  COLEGIO PARA APRENDER MAS Y SALIR A DELANTE POR QUE ME GUSTA LA MATEMATICA Y TAMVIEN A PRENDO MUCHO SER UN BUEN ESTUDIANTE,ME GUSTA LA INSTITUCION,Felicidad,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,A ti,3,3,1,4,11,Hombre,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 13:22:43,"algo que no me gusta del colegio es que aveces hay unos niños en el descanso 
que se cogen de las manos y buscan un niño o niña y la rodean y empiezan a
empujar a las personas y eso me disgusta mucho porque en medio de ese empuje pueden causarse eridas muy graves y otras que cuando vas caminando 
 te pegan uno le dice a los profes pero no hacen nada",cambiar las cosas malas por las cosas buenas,Rabia,Todo el tiempo,Te confundiste y no sabías que contar,cambiar las cosas malas ,Tus compañeros,1,1,1,4,11,Mujer,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:24:06,"yo me ciento muy angustiado porque aveces nos  regañan sin motivo  me gusta el colegio por nos dan refrigerio  podemos jugar amplio nos divertimos no me gusta tampoco porqueno tenemos 2 descanson como los de la mañana
 casi nonos yeban a informatica el espejo de el baño de los niños queremos tener una minicancha de veriamos de aser actividades cada semana...........
",queremos que la institucion sea mejor,Tristeza,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Medio ambiente,A ti,1,1,1,4,11,Hombre,"Mamá, Abuela, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:24:10,mi historia es esta sobre la institucion  me gus venir por que aprender nos regañan sin motbos tambien me gustaa jugar socer   y estar al aire libre no megusta  que no podemos conectarnos alas redes sociales  me gusta el refrijerio y estar en la cancha con mis compañeros nos regañan si motiboy la mini cancha me gusta jugar,mi hisrtoria de la institucion,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus docentes,3,2,1,4,12,Hombre,"Mamá, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 13:25:33,"A MI ME GUSTA TODO LO DE  LA ISTITUCION MUCHISIMO  MAS  ESTUDIAR
 POR QUE APRENDO Y EN EL DESCANSO PUEDO DESCANSAR  ME GUSTA TODO  ",LA ESCUELA FAVORITA,Felicidad,Todo el tiempo,Te confundiste y no sabías que contar,Innovación y creatividad,A ti,3,3,1,4,9,Mujer,"Papá, Mamá, Abuela, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:25:44," yo creo que la institucion me gusta porque puedo jugar futbol y compartir con amigos lo que no me gusta de la I E es que nos quitan los balones ,tambien porque no nos dejan divertirnos tanto y aveces nos dejan sin algo.",voto estudiantil,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus docentes,1,1,1,4,9,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:26:02,a mi me gusta  benir  al colegio  memotida mi mama y mi papa mis amigos   los ´profesores los respeto  meencata  estudiar y apender  y os linda respeto y soy un  sueño y corasones tristes y todo y dolor,la es cuela y mis sueños,Tristeza,De vez en cuando,Te confundiste y no sabías que contar,Convivencia,A ti,3,2,1,4,9,Mujer,"Abuela, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:27:22,ami megusta benir porque  me gustabemir  ha prender muchas cosas  nuevas,el amor  y la  conbibencia,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus compañeros,2,3,3,4,9,Hombre,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 13:27:22,A MI ME GUSTA EL COLEGIO PARA APREDER MAS Y TAMBIEN SALIR ADELANDE Y APREDER MAS,A MI ME GUSTA MI VIDA,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tu familia y/o cuidadores,3,1,2,4,11,Mujer,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 13:28:46,mi historia amimegusta el colegio pero ami me pegan mucho me molesta pero me gusta el colegio por que puedo jugar con miscom pañeros por que me qui eren como yo las qui ero y elcolegio tan bien,biolencia y amistat,Tristeza,De vez en cuando,Reflexionaste y aprendiste algo nuevo,mima me pega mucho y no me deja salir al gunas veses,Tus compañeros,3,3,2,4,10,Hombre,"Mamá, Abuela, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:28:49, pero al gunas veses me da peresa porque me asen bullyng y me pega n,la sinceridad,Felicidad,Todo el tiempo,Te confundiste y no sabías que contar,Ninguna de las anteriores,Tus compañeros,3,3,2,4,9,Hombre,"Papá, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 13:30:36,a mi me gusta mi colegio porque  puedo compartir con con mis amigos y puedo aprender mucho y jugar  con mis compañeros y  me gusta  porque las profesoras me tratan  bien  y tambien me gusta porque  nos dejan jugar en los computadores y en la zona verde,mas amistad,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Evaluación,Tus docentes,1,2,3,4,11,Hombre,"Mamá, Abuela, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:31:16,"ami me gusta venir al colegio porque me enseñan, me traten bien por si se pierde algo  todos te ayudan a buscar la cosas y porque me ayudan mucha con  la tarea no me gusta venir al la escuela por me pegan  mucho y me ase bullying                                amo a mi intitucion si endo a si te amo lusitania paz de colombia",el mes de la convivencia,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,3,1,1,4,10,Hombre,"Mamá, Abuela, Abuelo, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 13:33:21,"me motiva venir para aprender, jugar, comer a mi habeses no me gusta venir por que me molestan pero eso es antiguo haora ya no me molestan lo cual me alegra mucho soy feliz en lusitania paz de colombia ya haora me defiend de los insultos, golpes etc antes me atrasaba amenudo pero haora soy estudioso y inteligente

",hashtag cumplidos lusitania,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,A ti,3,3,3,4,10,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:34:00,1 lo me me motiva a venir  para aprender muchas cosas y convivir con mis amigos y lo que no me motiva es que dejan muchas tareas tenemos que escribir mucho y algunos amigos me caen mal por que son muy creídos  y muy peliones y lo baños tienen muchas bacterias y algunos profesores me caen mal y así es como me siento en el colegio, lo que me motiva y lo que no me motiva a venir al colegio,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,lo que me gusta y lo que no me gusta,A ti,1,1,2,4,10,Mujer,"Papá, Mamá, Abuela, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:34:07,"a mi aveces me molestaban en la ramon giraldo ceballos porque yo era muy flaquita y por algunos caracteres  mios, todos me decian que si me molestaban eso era absolutamente  normal.la escuela sirve para tus logros.",la escuela es para tus logros,Tristeza,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Bullying,Tus compañeros,3,3,1,4,9,Mujer,"Abuela, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 13:36:19,mihistori es elcolegio parami es un istitusion de mucha paz para mi los porfesores  lotrata bien esbueno que es telinpio los salones mencanta el algo me encata el fubol los con pañeros al gunas beses lotrotanmol,megusta,No estás seguro,Todo el tiempo,Te confundiste y no sabías que contar,Ninguna de las anteriores,Tus compañeros,1,3,2,4,11,Hombre,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:36:26,ami me gusta venir al colegio por que me gusta estudiar no perder la clase jugar con mis compañeros me dan comida son muy buenos los profesores   ,mis compañeros y yo,Felicidad,Muy rara vez,Te confundiste y no sabías que contar,Alimentación,Tu familia y/o cuidadores,3,2,2,4,10,Mujer,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:37:59,"1.me motiva  por que todas las semanas  aprendo cosas  nuevas  para ser algo importante en la vida y en la sociedad  para ser profesional  ,  me  gusta  ética ,tecnología ,castellano,matemáticas y educación física.
2.lo que me desmotiva es que se agreden mucho  y que a veces   no cumplen las normas .",# me motiva y no me motiva,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,A ti,2,2,2,4,10,Mujer,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:38:23,lo que me gusta en la escuela es los profes el salon mis amigos y amigas y lo que no megusta de la escuela es que me pegan no me gusta madrugar  ni megusta que las per sonas de jen entrar alos perros ,megusta estudiar,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,3,2,3,4,9,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:38:41,"ami me loque no me gusta de este colegio es que hay niños muy groseros
y que ponen apodos a todos y tabien son groseros con los profesores 
lo que me gusta de aca del colegio es que los profesores son buenos
como la profe natalia palacio, aunque unos profesores gritan demasiado 
y yo creo que deben aber mas conputadores y que los profesores 
sean como natalia ",#RESPETO,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,3,1,2,4,9,Mujer,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 13:38:47,"1.  me  motiva   del   colegio   es  q   aprendo mucho   cada   dia  me  siento  mas  orgullosa   de  mi.  Porque  a  mi me  encanta  estudiar,  mi  materia  favorita  es:  matemáticas   porque la  matemática     se  trata  de  toda  mi  profecion  
 Mi  profesió n  es    ingeniera   de      robotica     porque  yo  me  indentifico  con  robotica 
2. Lo que me  motiva   del  colegio  es   que a  mi  todo   es  pocible   porque   a  mi  me encanta     todas   las  materias  y  aprendo  en  todo     lo  que  me  enceñian   y  el  colegio  es  para   aprender   no  para  peliar 

3.  Lo   que  menos  me  motiva  es    que   pelean     y  se   gritan.


4.  lo  que  no  me  gusta  de  mis  compañeros      es  que    no  cumplan    con  las  normas 
  ",#mi  historia ,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,1,2,3,4,10,Mujer,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 13:39:06,"1.me motiva del colegio que cada día aprendo cosas diferentes para mi futuro y profesión , me gusta también las actividades que se realizan en la institución , me gustan muchas materias como : matemáticas , tecnología , ed. física y español

2. me motiva también que casi no me gusta estar en mi casa haciendo '' nada ''
y acá me entretengo  mucho con profesores y amigos

3. lo que menos me motiva es que es que no me gusta que mis compañeros peleen por  que como mediadora  no me gusta la violencia verbal y no verbal  me  gusta la convivencia y la paz. 

4. no me gusta  que mis compañeros dañen las instalaciones de mi institución por que si no las dañaran y no pelearan el ambiente seria mejor ",#motivaciones ,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,2,2,3,4,9,Mujer,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 13:39:15,"1 me motiva por venir porque es que aprendo me gusta el como me tratan los profesores me gusta el colegio me gusta las clases me gusta lo que es el ser de todo el colegio los planes 

2 me motiva el que yo soy líder de mediación  por que vamos a mejorar la institución pues siempre hacemos lo mejor para cambiar cosas que le falta a nuestra institución

3 me motiva el ser de la coordinadora es amable no como otras  solo que cuando tiene que ser lo e

4 lo que no me motiva es lo siguiente los niños pelean mucho y cuando una persona lo van a consejar lo tratan mal 

5 LO no me gusta es que nosotros los estudiantes dañamos todo por ejemplo rayan parendes y muchas cosas mas ",#LO QUE ME GUSTA Y NO ME GUSTA ,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,1,3,1,4,10,Mujer,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:39:58,mi historia en la institucion es estudiar en la escuela y me gusta jugar futbol y comer solo el refrigerio y lo que no me gusta que me peguen en venezuela fue muy dura para mi familia en mi pais haya no comemos nada y las personas me gusta dormil jugar con mis conpañeritos ,la historia de mi familia,Rabia,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tu familia y/o cuidadores,3,3,3,4,10,Otro,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 13:40:04,lo que me gusta de este colegio es que hay  mui buena conpañia y buenos amigos y si hay alguna urgencia le puedes pedir a alguien que te ayude lo que no me gusta esque  algunos niños no canbian y son muy odiosos y tambien ay peleas  y  insultos entre los niños  ,# RESPETO,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,3,1,1,4,9,Mujer,"Papá, Mamá",I.E. Lusitania Paz de Colombia
